Partito;Data;Percentuale;Istituto;Campione
FdI;03/06/2023;28.9;BiDiMedia;1128
FI;03/06/2023;6.4;BiDiMedia;1128
IV;03/06/2023;2.6;BiDiMedia;1128
Lega;03/06/2023;9.5;BiDiMedia;1128
M5S;03/06/2023;15.4;BiDiMedia;1128
PD;03/06/2023;20.1;BiDiMedia;1128
Az;05/06/2023;3.8;SWG;1200
Az;05/06/2023;4;TecnÃƒÂ©;1000
FdI;05/06/2023;29.1;SWG;1200
FdI;05/06/2023;30;TecnÃƒÂ©;1000
FI;05/06/2023;7;SWG;1200
FI;05/06/2023;8.2;TecnÃƒÂ©;1000
IV;05/06/2023;2.7;SWG;1200
IV;05/06/2023;3;TecnÃƒÂ©;1000
Lega;05/06/2023;9;SWG;1200
Lega;05/06/2023;9;TecnÃƒÂ©;1000
M5S;05/06/2023;16.1;SWG;1200
M5S;05/06/2023;15.5;TecnÃƒÂ©;1000
PD;05/06/2023;20.4;SWG;1200
PD;05/06/2023;19.8;TecnÃƒÂ©;1000
Az;06/06/2023;4.3;Euromedia;NA
FdI;06/06/2023;29.2;Euromedia;NA
FdI;06/06/2023;28.5;Noto Sondaggi;NA
FI;06/06/2023;6.5;Euromedia;NA
FI;06/06/2023;7;Noto Sondaggi;NA
IV;06/06/2023;3.8;Euromedia;NA
Lega;06/06/2023;9;Euromedia;NA
Lega;06/06/2023;9.5;Noto Sondaggi;NA
M5S;06/06/2023;16.4;Euromedia;NA
M5S;06/06/2023;15;Noto Sondaggi;NA
PD;06/06/2023;21.2;Euromedia;NA
PD;06/06/2023;20.5;Noto Sondaggi;NA
Az;08/06/2023;3.2;EMG;1211
Az;08/06/2023;3.6;Termometro Politico;3600
FdI;08/06/2023;27.5;EMG;1211
FdI;08/06/2023;29.7;Termometro Politico;3600
FI;08/06/2023;7.4;EMG;1211
FI;08/06/2023;7.8;Termometro Politico;3600
IV;08/06/2023;3.2;EMG;1211
IV;08/06/2023;2.5;Termometro Politico;3600
Lega;08/06/2023;10;EMG;1211
Lega;08/06/2023;9;Termometro Politico;3600
M5S;08/06/2023;15.2;EMG;1211
M5S;08/06/2023;15.9;Termometro Politico;3600
PD;08/06/2023;19.9;EMG;1211
PD;08/06/2023;19.3;Termometro Politico;3600
Az;09/06/2023;4;Tecnè;1000
FdI;09/06/2023;30;Tecnè;1000
FI;09/06/2023;8.3;Tecnè;1000
IV;09/06/2023;2.9;Tecnè;1000
Lega;09/06/2023;9;Tecnè;1000
M5S;09/06/2023;15.7;Tecnè;1000
PD;09/06/2023;19.6;Tecnè;1000
Az;12/06/2023;3.5;Winpoll;1000
Az;12/06/2023;3.9;SWG;1200
FdI;12/06/2023;28.7;Winpoll;1000
FdI;12/06/2023;28.7;SWG;1200
FI;12/06/2023;13.3;Winpoll;1000
FI;12/06/2023;7.3;SWG;1200
IV;12/06/2023;2;Winpoll;1000
IV;12/06/2023;3;SWG;1200
Lega;12/06/2023;7.1;Winpoll;1000
Lega;12/06/2023;8.8;SWG;1200
M5S;12/06/2023;14.4;Winpoll;1000
M5S;12/06/2023;16.4;SWG;1200
PD;12/06/2023;21.3;Winpoll;1000
PD;12/06/2023;20.2;SWG;1200
Az;13/06/2023;2.9;Quorum;NA
FdI;13/06/2023;28;Noto Sondaggi;NA
FdI;13/06/2023;28;Quorum;NA
FI;13/06/2023;10;Noto Sondaggi;NA
FI;13/06/2023;9.6;Quorum;NA
IV;13/06/2023;2.1;Quorum;NA
Lega;13/06/2023;9;Noto Sondaggi;NA
Lega;13/06/2023;7.2;Quorum;NA
M5S;13/06/2023;15;Noto Sondaggi;NA
M5S;13/06/2023;15.9;Quorum;NA
PD;13/06/2023;20;Noto Sondaggi;NA
PD;13/06/2023;20.7;Quorum;NA
Az;14/06/2023;4.1;Euromedia;1000
FdI;14/06/2023;28.8;Euromedia;1000
FI;14/06/2023;9.5;Euromedia;1000
IV;14/06/2023;3.6;Euromedia;1000
Lega;14/06/2023;8.7;Euromedia;1000
M5S;14/06/2023;15;Euromedia;1000
PD;14/06/2023;21.3;Euromedia;1000
Az;15/06/2023;3.5;Piepoli;NA
Az;15/06/2023;3.7;Termometro Politico;4900
FdI;15/06/2023;29.5;Piepoli;NA
FdI;15/06/2023;29.3;Termometro Politico;4900
FI;15/06/2023;8;Piepoli;NA
FI;15/06/2023;8.3;Termometro Politico;4900
IV;15/06/2023;3;Piepoli;NA
IV;15/06/2023;2.4;Termometro Politico;4900
Lega;15/06/2023;9;Piepoli;NA
Lega;15/06/2023;9.1;Termometro Politico;4900
M5S;15/06/2023;15.5;Piepoli;NA
M5S;15/06/2023;16;Termometro Politico;4900
PD;15/06/2023;20;Piepoli;NA
PD;15/06/2023;19.6;Termometro Politico;4900
Az;16/06/2023;3.3;EMG;1211
Az;16/06/2023;3.5;Tecnè;1000
FdI;16/06/2023;28;EMG;1211
FdI;16/06/2023;29.5;Tecnè;1000
FI;16/06/2023;8.9;EMG;1211
FI;16/06/2023;11.8;Tecnè;1000
IV;16/06/2023;3.2;EMG;1211
IV;16/06/2023;2.5;Tecnè;1000
Lega;16/06/2023;9.2;EMG;1211
Lega;16/06/2023;8.4;Tecnè;1000
M5S;16/06/2023;14.6;EMG;1211
M5S;16/06/2023;15.2;Tecnè;1000
PD;16/06/2023;20;EMG;1211
PD;16/06/2023;19.8;Tecnè;1000
Az;17/06/2023;4.5;Lab2101;1000
FdI;17/06/2023;29.8;Lab2101;1000
FI;17/06/2023;7.2;Lab2101;1000
IV;17/06/2023;2.6;Lab2101;1000
Lega;17/06/2023;8.9;Lab2101;1000
M5S;17/06/2023;15.9;Lab2101;1000
PD;17/06/2023;19.6;Lab2101;1000
Az;19/06/2023;3.5;TecnÃƒÂ©;1003
Az;19/06/2023;3.1;Ixè;1000
Az;19/06/2023;3.7;SWG;1200
FdI;19/06/2023;29.6;TecnÃƒÂ©;1003
FdI;19/06/2023;30.2;Ixè;1000
FdI;19/06/2023;28.9;SWG;1200
FI;19/06/2023;11.5;TecnÃƒÂ©;1003
FI;19/06/2023;7;Ixè;1000
FI;19/06/2023;7.2;SWG;1200
IV;19/06/2023;2.5;TecnÃƒÂ©;1003
IV;19/06/2023;2.2;Ixè;1000
IV;19/06/2023;2.9;SWG;1200
Lega;19/06/2023;8.5;TecnÃƒÂ©;1003
Lega;19/06/2023;8.3;Ixè;1000
Lega;19/06/2023;9.1;SWG;1200
M5S;19/06/2023;15.2;TecnÃƒÂ©;1003
M5S;19/06/2023;16.6;Ixè;1000
M5S;19/06/2023;16;SWG;1200
PD;19/06/2023;19.7;TecnÃƒÂ©;1003
PD;19/06/2023;20.3;Ixè;1000
PD;19/06/2023;20.5;SWG;1200
Az;22/06/2023;3.5;Quorum;803
FdI;22/06/2023;28.7;Quorum;803
FdI;22/06/2023;27.1;Noto Sondaggi;NA
FI;22/06/2023;7.8;Quorum;803
FI;22/06/2023;9.7;Noto Sondaggi;NA
IV;22/06/2023;2.5;Quorum;803
Lega;22/06/2023;8.2;Quorum;803
Lega;22/06/2023;9.2;Noto Sondaggi;NA
M5S;22/06/2023;15.6;Quorum;803
M5S;22/06/2023;15.5;Noto Sondaggi;NA
PD;22/06/2023;20.6;Quorum;803
PD;22/06/2023;19.3;Noto Sondaggi;NA
Az;23/06/2023;3.4;Tecnè;1000
Az;23/06/2023;3.5;Termometro Politico;4400
FdI;23/06/2023;29.5;Tecnè;1000
FdI;23/06/2023;29;Termometro Politico;4400
FI;23/06/2023;11.5;Tecnè;1000
FI;23/06/2023;8;Termometro Politico;4400
IV;23/06/2023;2.5;Tecnè;1000
IV;23/06/2023;2.6;Termometro Politico;4400
Lega;23/06/2023;8.4;Tecnè;1000
Lega;23/06/2023;9.2;Termometro Politico;4400
M5S;23/06/2023;15.3;Tecnè;1000
M5S;23/06/2023;16.1;Termometro Politico;4400
PD;23/06/2023;20;Tecnè;1000
PD;23/06/2023;19.6;Termometro Politico;4400
Az;24/06/2023;3.9;BiDiMedia;1000
FdI;24/06/2023;28.7;BiDiMedia;1000
FI;24/06/2023;7.7;BiDiMedia;1000
IV;24/06/2023;2.5;BiDiMedia;1000
Lega;24/06/2023;8.6;BiDiMedia;1000
M5S;24/06/2023;15.8;BiDiMedia;1000
PD;24/06/2023;20;BiDiMedia;1000
Az;26/06/2023;3.5;SWG;1200
FdI;26/06/2023;28.6;SWG;1200
FI;26/06/2023;7.1;SWG;1200
IV;26/06/2023;3.1;SWG;1200
Lega;26/06/2023;9.3;SWG;1200
M5S;26/06/2023;16.3;SWG;1200
PD;26/06/2023;20.3;SWG;1200
Az;27/06/2023;4.6;Euromedia;800
FdI;27/06/2023;29.2;Euromedia;800
FI;27/06/2023;7;Euromedia;800
IV;27/06/2023;4;Euromedia;800
Lega;27/06/2023;8.4;Euromedia;800
M5S;27/06/2023;16.2;Euromedia;800
PD;27/06/2023;20.2;Euromedia;800
Az;28/06/2023;3.7;Demos & Pi;1005
FdI;28/06/2023;29;Demos & Pi;1005
FI;28/06/2023;7.8;Demos & Pi;1005
IV;28/06/2023;2.6;Demos & Pi;1005
Lega;28/06/2023;8;Demos & Pi;1005
M5S;28/06/2023;15.2;Demos & Pi;1005
PD;28/06/2023;20.6;Demos & Pi;1005
Az;29/06/2023;3.4;Demopolis;2000
Az;29/06/2023;3.5;Termometro Politico;3700
Az;29/06/2023;3.1;Ipsos;1000
Az;29/06/2023;3.3;Quorum;802
Az;29/06/2023;4.3;Lab2101;1000
FdI;29/06/2023;29;Demopolis;2000
FdI;29/06/2023;29.3;Termometro Politico;3700
FdI;29/06/2023;29.4;Ipsos;1000
FdI;29/06/2023;29.4;Quorum;802
FdI;29/06/2023;30.1;Lab2101;1000
FI;29/06/2023;7.5;Demopolis;2000
FI;29/06/2023;7.7;Termometro Politico;3700
FI;29/06/2023;7.3;Ipsos;1000
FI;29/06/2023;6.9;Quorum;802
FI;29/06/2023;7.4;Lab2101;1000
IV;29/06/2023;2.2;Demopolis;2000
IV;29/06/2023;2.5;Termometro Politico;3700
IV;29/06/2023;4.1;Ipsos;1000
IV;29/06/2023;2.7;Quorum;802
IV;29/06/2023;2.5;Lab2101;1000
Lega;29/06/2023;9;Demopolis;2000
Lega;29/06/2023;9.1;Termometro Politico;3700
Lega;29/06/2023;9.1;Ipsos;1000
Lega;29/06/2023;8.6;Quorum;802
Lega;29/06/2023;8.6;Lab2101;1000
M5S;29/06/2023;15.4;Demopolis;2000
M5S;29/06/2023;15.9;Termometro Politico;3700
M5S;29/06/2023;16.2;Ipsos;1000
M5S;29/06/2023;15.4;Quorum;802
M5S;29/06/2023;15.2;Lab2101;1000
PD;29/06/2023;21;Demopolis;2000
PD;29/06/2023;19.9;Termometro Politico;3700
PD;29/06/2023;19.4;Ipsos;1000
PD;29/06/2023;20.1;Quorum;802
PD;29/06/2023;19.5;Lab2101;1000
Az;30/06/2023;3.5;Tecnè;1801
FdI;30/06/2023;29.6;Tecnè;1801
FI;30/06/2023;11.2;Tecnè;1801
IV;30/06/2023;2.5;Tecnè;1801
Lega;30/06/2023;8.5;Tecnè;1801
M5S;30/06/2023;15.3;Tecnè;1801
PD;30/06/2023;20.1;Tecnè;1801
Az;03/07/2023;3.7;SWG;1200
FdI;03/07/2023;28.3;SWG;1200
FI;03/07/2023;7.5;SWG;1200
IV;03/07/2023;3;SWG;1200
Lega;03/07/2023;9.6;SWG;1200
M5S;03/07/2023;16.3;SWG;1200
PD;03/07/2023;20.1;SWG;1200
Az;05/07/2023;4.1;Lab2101;1000
FdI;05/07/2023;30.2;Lab2101;1000
FI;05/07/2023;7.6;Lab2101;1000
IV;05/07/2023;2.7;Lab2101;1000
Lega;05/07/2023;8.8;Lab2101;1000
M5S;05/07/2023;14.9;Lab2101;1000
PD;05/07/2023;19.8;Lab2101;1000
Az;06/07/2023;4;Piepoli;NA
Az;06/07/2023;3.6;Termometro Politico;3700
Az;06/07/2023;3.5;Quorum;805
FdI;06/07/2023;29.5;Piepoli;NA
FdI;06/07/2023;29.3;Termometro Politico;3700
FdI;06/07/2023;29.7;Quorum;805
FI;06/07/2023;8;Piepoli;NA
FI;06/07/2023;7.5;Termometro Politico;3700
FI;06/07/2023;6.1;Quorum;805
IV;06/07/2023;3.5;Piepoli;NA
IV;06/07/2023;2.4;Termometro Politico;3700
IV;06/07/2023;2.4;Quorum;805
Lega;06/07/2023;8.5;Piepoli;NA
Lega;06/07/2023;9.3;Termometro Politico;3700
Lega;06/07/2023;8.5;Quorum;805
M5S;06/07/2023;16;Piepoli;NA
M5S;06/07/2023;16.2;Termometro Politico;3700
M5S;06/07/2023;15.7;Quorum;805
PD;06/07/2023;19.5;Piepoli;NA
PD;06/07/2023;19.6;Termometro Politico;3700
PD;06/07/2023;19.8;Quorum;805
Az;07/07/2023;3.6;Tecnè;1000
FdI;07/07/2023;29.3;Tecnè;1000
FI;07/07/2023;11;Tecnè;1000
IV;07/07/2023;2.6;Tecnè;1000
Lega;07/07/2023;8.6;Tecnè;1000
M5S;07/07/2023;15.5;Tecnè;1000
PD;07/07/2023;19.8;Tecnè;1000
Az;08/07/2023;4.2;Euromedia;1000
FdI;08/07/2023;27.4;Euromedia;1000
FI;08/07/2023;7;Euromedia;1000
IV;08/07/2023;3.9;Euromedia;1000
Lega;08/07/2023;9.8;Euromedia;1000
M5S;08/07/2023;16.3;Euromedia;1000
PD;08/07/2023;20.8;Euromedia;1000
Az;10/07/2023;3.6;SWG;1200
FdI;10/07/2023;28.8;SWG;1200
FI;10/07/2023;7.2;SWG;1200
IV;10/07/2023;2.8;SWG;1200
Lega;10/07/2023;10;SWG;1200
M5S;10/07/2023;15.9;SWG;1200
PD;10/07/2023;20.4;SWG;1200
Az;13/07/2023;3.6;Termometro Politico;4000
Az;13/07/2023;3.5;Quorum;805
FdI;13/07/2023;29.1;Termometro Politico;4000
FdI;13/07/2023;30.3;Quorum;805
FI;13/07/2023;7.5;Termometro Politico;4000
FI;13/07/2023;6;Quorum;805
IV;13/07/2023;2.3;Termometro Politico;4000
IV;13/07/2023;2.7;Quorum;805
Lega;13/07/2023;9.1;Termometro Politico;4000
Lega;13/07/2023;8.8;Quorum;805
M5S;13/07/2023;16.2;Termometro Politico;4000
M5S;13/07/2023;15.5;Quorum;805
PD;13/07/2023;19.8;Termometro Politico;4000
PD;13/07/2023;19.5;Quorum;805
Az;14/07/2023;3.5;Piepoli;NA
Az;14/07/2023;3.5;Tecnè;998
Az;14/07/2023;4.2;Lab2101;1000
FdI;14/07/2023;29;Piepoli;NA
FdI;14/07/2023;29;Tecnè;998
FdI;14/07/2023;29.6;Lab2101;1000
FI;14/07/2023;7.5;Piepoli;NA
FI;14/07/2023;11;Tecnè;998
FI;14/07/2023;7.7;Lab2101;1000
IV;14/07/2023;3;Piepoli;NA
IV;14/07/2023;2.5;Tecnè;998
IV;14/07/2023;2.8;Lab2101;1000
Lega;14/07/2023;9;Piepoli;NA
Lega;14/07/2023;8.7;Tecnè;998
Lega;14/07/2023;9.1;Lab2101;1000
M5S;14/07/2023;15.5;Piepoli;NA
M5S;14/07/2023;15.5;Tecnè;998
M5S;14/07/2023;15.3;Lab2101;1000
PD;14/07/2023;20;Piepoli;NA
PD;14/07/2023;20.1;Tecnè;998
PD;14/07/2023;20.1;Lab2101;1000
Az;17/07/2023;3.4;SWG;1200
FdI;17/07/2023;28.7;SWG;1200
FI;17/07/2023;7.5;SWG;1200
IV;17/07/2023;2.9;SWG;1200
Lega;17/07/2023;9.8;SWG;1200
M5S;17/07/2023;15.9;SWG;1200
PD;17/07/2023;20;SWG;1200
Az;19/07/2023;4.1;Euromedia;1000
FdI;19/07/2023;27.2;Euromedia;1000
FI;19/07/2023;7.1;Euromedia;1000
IV;19/07/2023;4;Euromedia;1000
Lega;19/07/2023;10.1;Euromedia;1000
M5S;19/07/2023;16.5;Euromedia;1000
PD;19/07/2023;21;Euromedia;1000
Az;20/07/2023;3.8;Termometro Politico;3700
Az;20/07/2023;3.6;Quorum;802
Az;20/07/2023;4.3;Lab2101;1000
FdI;20/07/2023;28.9;Termometro Politico;3700
FdI;20/07/2023;29.6;Quorum;802
FdI;20/07/2023;29.2;Lab2101;1000
FI;20/07/2023;7.5;Termometro Politico;3700
FI;20/07/2023;6;Quorum;802
FI;20/07/2023;7.5;Lab2101;1000
IV;20/07/2023;2.3;Termometro Politico;3700
IV;20/07/2023;2.9;Quorum;802
IV;20/07/2023;2.9;Lab2101;1000
Lega;20/07/2023;9.4;Termometro Politico;3700
Lega;20/07/2023;8.9;Quorum;802
Lega;20/07/2023;9.4;Lab2101;1000
M5S;20/07/2023;16;Termometro Politico;3700
M5S;20/07/2023;15.5;Quorum;802
M5S;20/07/2023;15.8;Lab2101;1000
PD;20/07/2023;19.5;Termometro Politico;3700
PD;20/07/2023;19.4;Quorum;802
PD;20/07/2023;20.4;Lab2101;1000
Az;21/07/2023;3.8;AnalisiPolitica;1000
Az;21/07/2023;3.4;Tecnè;1000
FdI;21/07/2023;29.1;AnalisiPolitica;1000
FdI;21/07/2023;28.8;Tecnè;1000
FI;21/07/2023;7.8;AnalisiPolitica;1000
FI;21/07/2023;11.1;Tecnè;1000
IV;21/07/2023;2.8;AnalisiPolitica;1000
IV;21/07/2023;2.6;Tecnè;1000
Lega;21/07/2023;9.1;AnalisiPolitica;1000
Lega;21/07/2023;8.7;Tecnè;1000
M5S;21/07/2023;15.8;AnalisiPolitica;1000
M5S;21/07/2023;15.4;Tecnè;1000
PD;21/07/2023;20.2;AnalisiPolitica;1000
PD;21/07/2023;20.2;Tecnè;1000
Az;23/07/2023;4;Noto Sondaggi;NA
FdI;23/07/2023;28.5;Noto Sondaggi;NA
FI;23/07/2023;8;Noto Sondaggi;NA
IV;23/07/2023;2.5;Noto Sondaggi;NA
Lega;23/07/2023;8;Noto Sondaggi;NA
M5S;23/07/2023;16;Noto Sondaggi;NA
PD;23/07/2023;20;Noto Sondaggi;NA
Az;24/07/2023;3.6;SWG;1200
FdI;24/07/2023;29.2;SWG;1200
FI;24/07/2023;7.2;SWG;1200
IV;24/07/2023;2.7;SWG;1200
Lega;24/07/2023;9.6;SWG;1200
M5S;24/07/2023;16;SWG;1200
PD;24/07/2023;19.6;SWG;1200
Az;25/07/2023;3.4;BiDiMedia;1000
FdI;25/07/2023;28.2;BiDiMedia;1000
FI;25/07/2023;7.4;BiDiMedia;1000
IV;25/07/2023;2.8;BiDiMedia;1000
Lega;25/07/2023;9.2;BiDiMedia;1000
M5S;25/07/2023;15.5;BiDiMedia;1000
PD;25/07/2023;20.1;BiDiMedia;1000
Az;26/07/2023;4.3;Euromedia;1000
FdI;26/07/2023;27.2;Euromedia;1000
FI;26/07/2023;7.3;Euromedia;1000
IV;26/07/2023;4;Euromedia;1000
Lega;26/07/2023;9.8;Euromedia;1000
M5S;26/07/2023;16;Euromedia;1000
PD;26/07/2023;20.8;Euromedia;1000
Az;27/07/2023;3.9;Ipsos;1000
Az;27/07/2023;3.6;Termometro Politico;3800
FdI;27/07/2023;30.4;Ipsos;1000
FdI;27/07/2023;29.2;Termometro Politico;3800
FI;27/07/2023;6;Ipsos;1000
FI;27/07/2023;7.3;Termometro Politico;3800
IV;27/07/2023;3;Ipsos;1000
IV;27/07/2023;2.5;Termometro Politico;3800
Lega;27/07/2023;8.4;Ipsos;1000
Lega;27/07/2023;9.1;Termometro Politico;3800
M5S;27/07/2023;16.3;Ipsos;1000
M5S;27/07/2023;16.2;Termometro Politico;3800
PD;27/07/2023;19.3;Ipsos;1000
PD;27/07/2023;19.7;Termometro Politico;3800
Az;28/07/2023;3.5;Tecnè;997
Az;28/07/2023;4.2;Lab2101;1000
FdI;28/07/2023;29.2;Tecnè;997
FdI;28/07/2023;29.1;Lab2101;1000
FI;28/07/2023;10.9;Tecnè;997
FI;28/07/2023;7.2;Lab2101;1000
IV;28/07/2023;2.5;Tecnè;997
IV;28/07/2023;2.8;Lab2101;1000
Lega;28/07/2023;8.7;Tecnè;997
Lega;28/07/2023;9.6;Lab2101;1000
M5S;28/07/2023;15.5;Tecnè;997
M5S;28/07/2023;15.9;Lab2101;1000
PD;28/07/2023;20;Tecnè;997
PD;28/07/2023;20.3;Lab2101;1000
Az;31/07/2023;3.4;SWG;1200
FdI;31/07/2023;29.4;SWG;1200
FI;31/07/2023;7.2;SWG;1200
IV;31/07/2023;2.5;SWG;1200
Lega;31/07/2023;9.7;SWG;1200
M5S;31/07/2023;16.3;SWG;1200
PD;31/07/2023;20;SWG;1200
Az;02/08/2023;3.4;Demopolis;1500
FdI;02/08/2023;28.8;Demopolis;1500
FI;02/08/2023;7;Demopolis;1500
Lega;02/08/2023;9.3;Demopolis;1500
M5S;02/08/2023;15.9;Demopolis;1500
PD;02/08/2023;20.2;Demopolis;1500
Az;05/08/2023;3.5;Piepoli;NA
FdI;05/08/2023;29.5;Piepoli;NA
FI;05/08/2023;7.5;Piepoli;NA
IV;05/08/2023;2.5;Piepoli;NA
Lega;05/08/2023;9;Piepoli;NA
M5S;05/08/2023;15.5;Piepoli;NA
PD;05/08/2023;19.5;Piepoli;NA
Az;09/08/2023;3.9;Lab2101;1000
FdI;09/08/2023;29.4;Lab2101;1000
FI;09/08/2023;7.3;Lab2101;1000
IV;09/08/2023;2.7;Lab2101;1000
Lega;09/08/2023;10.2;Lab2101;1000
M5S;09/08/2023;15.8;Lab2101;1000
PD;09/08/2023;20.2;Lab2101;1000
Az;17/08/2023;3.8;Lab2101;1000
FdI;17/08/2023;29.2;Lab2101;1000
FI;17/08/2023;7.1;Lab2101;1000
IV;17/08/2023;2.6;Lab2101;1000
Lega;17/08/2023;10.3;Lab2101;1000
M5S;17/08/2023;15.9;Lab2101;1000
PD;17/08/2023;20.1;Lab2101;1000
Az;20/08/2023;3.9;Lab2101;2000
FdI;20/08/2023;29.1;Lab2101;2000
FI;20/08/2023;7.3;Lab2101;2000
IV;20/08/2023;2.7;Lab2101;2000
Lega;20/08/2023;10.4;Lab2101;2000
M5S;20/08/2023;15.9;Lab2101;2000
PD;20/08/2023;20;Lab2101;2000
Az;24/08/2023;3.5;Termometro Politico;3200
FdI;24/08/2023;28.9;Termometro Politico;3200
FI;24/08/2023;6.9;Termometro Politico;3200
IV;24/08/2023;2.6;Termometro Politico;3200
Lega;24/08/2023;9.5;Termometro Politico;3200
M5S;24/08/2023;16.3;Termometro Politico;3200
PD;24/08/2023;19.6;Termometro Politico;3200
Az;30/08/2023;3.8;BiDiMedia;1005
FdI;30/08/2023;29.1;BiDiMedia;1005
FI;30/08/2023;6.4;BiDiMedia;1005
IV;30/08/2023;2.6;BiDiMedia;1005
Lega;30/08/2023;9.3;BiDiMedia;1005
M5S;30/08/2023;15.8;BiDiMedia;1005
PD;30/08/2023;20.2;BiDiMedia;1005
Az;31/08/2023;4.1;Euromedia;1000
Az;31/08/2023;4.1;Quorum;800
FdI;31/08/2023;26.5;Euromedia;1000
FdI;31/08/2023;31.2;Quorum;800
FI;31/08/2023;7.4;Euromedia;1000
FI;31/08/2023;5.8;Quorum;800
IV;31/08/2023;3.8;Euromedia;1000
IV;31/08/2023;2.5;Quorum;800
Lega;31/08/2023;10.5;Euromedia;1000
Lega;31/08/2023;8.3;Quorum;800
M5S;31/08/2023;16.5;Euromedia;1000
M5S;31/08/2023;15.2;Quorum;800
PD;31/08/2023;20.3;Euromedia;1000
PD;31/08/2023;19;Quorum;800
Az;01/09/2023;3.6;TecnÃƒÂ©;1003
Az;01/09/2023;3.8;Lab2101;1000
FdI;01/09/2023;28.5;TecnÃƒÂ©;1003
FdI;01/09/2023;29;Lab2101;1000
FI;01/09/2023;10.2;TecnÃƒÂ©;1003
FI;01/09/2023;7.1;Lab2101;1000
IV;01/09/2023;2.6;TecnÃƒÂ©;1003
IV;01/09/2023;2.9;Lab2101;1000
Lega;01/09/2023;8.9;TecnÃƒÂ©;1003
Lega;01/09/2023;10.6;Lab2101;1000
M5S;01/09/2023;15.5;TecnÃƒÂ©;1003
M5S;01/09/2023;16;Lab2101;1000
PD;01/09/2023;20.3;TecnÃƒÂ©;1003
PD;01/09/2023;20.2;Lab2101;1000
Az;04/09/2023;3.5;SWG;1200
Az;04/09/2023;3.6;TecnÃƒÂ©;1005
FdI;04/09/2023;28.2;SWG;1200
FdI;04/09/2023;28.3;TecnÃƒÂ©;1005
FI;04/09/2023;6.4;SWG;1200
FI;04/09/2023;10.1;TecnÃƒÂ©;1005
IV;04/09/2023;2.8;SWG;1200
IV;04/09/2023;2.5;TecnÃƒÂ©;1005
Lega;04/09/2023;9.4;SWG;1200
Lega;04/09/2023;8.9;TecnÃƒÂ©;1005
M5S;04/09/2023;16.9;SWG;1200
M5S;04/09/2023;15.6;TecnÃƒÂ©;1005
PD;04/09/2023;20.1;SWG;1200
PD;04/09/2023;20.3;TecnÃƒÂ©;1005
Az;07/09/2023;3.3;Quorum;800
Az;07/09/2023;3.3;Termometro Politico;3100
Az;07/09/2023;3.5;Ipsos;1000
Az;07/09/2023;3.7;Lab2101;1000
FdI;07/09/2023;31.7;Quorum;800
FdI;07/09/2023;29.1;Termometro Politico;3100
FdI;07/09/2023;30.2;Ipsos;1000
FdI;07/09/2023;29.1;Lab2101;1000
FI;07/09/2023;5.7;Quorum;800
FI;07/09/2023;7.1;Termometro Politico;3100
FI;07/09/2023;6.6;Ipsos;1000
FI;07/09/2023;7;Lab2101;1000
IV;07/09/2023;3.3;Quorum;800
IV;07/09/2023;2.7;Termometro Politico;3100
IV;07/09/2023;3.3;Ipsos;1000
IV;07/09/2023;2.8;Lab2101;1000
Lega;07/09/2023;7.6;Quorum;800
Lega;07/09/2023;9.4;Termometro Politico;3100
Lega;07/09/2023;8.1;Ipsos;1000
Lega;07/09/2023;10.6;Lab2101;1000
M5S;07/09/2023;15;Quorum;800
M5S;07/09/2023;16.1;Termometro Politico;3100
M5S;07/09/2023;16.4;Ipsos;1000
M5S;07/09/2023;16.1;Lab2101;1000
PD;07/09/2023;19.5;Quorum;800
PD;07/09/2023;19.4;Termometro Politico;3100
PD;07/09/2023;19.5;Ipsos;1000
PD;07/09/2023;20.1;Lab2101;1000
Az;08/09/2023;3.3;Termometro Politico;3200
Az;08/09/2023;3.5;Piepoli;NA
Az;08/09/2023;3.7;TecnÃƒÂ©;1003
FdI;08/09/2023;29.1;Termometro Politico;3200
FdI;08/09/2023;29;Piepoli;NA
FdI;08/09/2023;28.4;TecnÃƒÂ©;1003
FI;08/09/2023;7.1;Termometro Politico;3200
FI;08/09/2023;7;Piepoli;NA
FI;08/09/2023;10.2;TecnÃƒÂ©;1003
IV;08/09/2023;2.7;Termometro Politico;3200
IV;08/09/2023;2.5;Piepoli;NA
IV;08/09/2023;2.4;TecnÃƒÂ©;1003
Lega;08/09/2023;8.4;Termometro Politico;3200
Lega;08/09/2023;9;Piepoli;NA
Lega;08/09/2023;8.8;TecnÃƒÂ©;1003
M5S;08/09/2023;16.1;Termometro Politico;3200
M5S;08/09/2023;16;Piepoli;NA
M5S;08/09/2023;15.8;TecnÃƒÂ©;1003
PD;08/09/2023;19.4;Termometro Politico;3200
PD;08/09/2023;19.5;Piepoli;NA
PD;08/09/2023;20.1;TecnÃƒÂ©;1003
Az;11/09/2023;3.8;TecnÃƒÂ©;1000
Az;11/09/2023;4;Euromedia;800
Az;11/09/2023;3.3;Quorum;802
Az;11/09/2023;3.8;SWG;1200
FdI;11/09/2023;28.2;TecnÃƒÂ©;1000
FdI;11/09/2023;27.7;Euromedia;800
FdI;11/09/2023;31.7;Quorum;802
FdI;11/09/2023;28.5;SWG;1200
FI;11/09/2023;10;TecnÃƒÂ©;1000
FI;11/09/2023;7;Euromedia;800
FI;11/09/2023;5.7;Quorum;802
FI;11/09/2023;6.4;SWG;1200
IV;11/09/2023;2.3;TecnÃƒÂ©;1000
